Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
1,2:03.42,,Jamaica U18,,JAM,1,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,123.42,FRA,,2011
2,2:03.83,,United States U18,,USA,1,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,123.83,HUN,,2001
3,2:03.87,,United States U18,,USA,1f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,123.87,CAN,,2003
4,2:03.92,,United States U18,,USA,2,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,123.92,FRA,,2011
5,2:03.93,,United States U18,,USA,1f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,123.93,MAR,,2005
6,2:04.32,,United States U18,,USA,1f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,124.32,ITA,,2009
7,2:05.15,,United States U18,,USA,1,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,125.15,UKR,,2013
8,2:05.59,,Jamaica U18,,JAM,1h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,125.59,FRA,,2011
9,2:05.62,,Americas U18,,INT,1,Singapore (SGP),2010-08-23,,medley-relay,relays,female,u18,medley-relay,track,125.62,SGP,,2010
10,2:05.72,,Canada U18,,CAN,3,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,125.72,FRA,,2011
11,2:05.74,,United States U18,,USA,1f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,125.74,CZE,,2007
12,2:06.13,,Romania U18,,ROU,1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,126.13,SLO,,2023
13,2:06.19,,Africa U18,,INT,2,Singapore (SGP),2010-08-23,,medley-relay,relays,female,u18,medley-relay,track,126.19,SGP,,2010
14,2:06.26,,Nigeria U18,,NGR,4,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,126.26,FRA,,2011
15,2:06.45,,Italy U18,,ITA,2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,126.45,SLO,,2023
16,2:06.54,,United States U18,,USA,1h2,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,female,u18,medley-relay,track,126.54,CAN,,2003
17,2:06.58,,Australia U18,,AUS,2f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,126.58,MAR,,2005
18,2:06.60,,Brazil U18,,BRA,3f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,126.6,MAR,,2005
19,2:06.77,,Jamaica U18,,JAM,2f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,126.77,CZE,,2007
20,2:07.05,,Jamaica U18,,JAM,2f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,127.05,CAN,,2003
21,2:07.13,,United States U18,,USA,1h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,127.13,UKR,,2013
22,2:07.16,,Czech Republic U18,,CZE,3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,127.16,SLO,,2023
23,2:07.18,,Great Britain & NI U18,,GBR,1f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,127.18,ISR,,2022
24,2:07.22,,United States U18,,USA,1h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,127.22,MAR,,2005
25,2:07.24,,Italy U18,,ITA,1h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,127.24,SLO,,2023
26,2:07.30,,Romania U18,,ROU,2h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,127.3,SLO,,2023
27,2:07.35,,Italy U18,,ITA,2f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,127.35,ISR,,2022
28,2:07.40,,British Virgin Islands U18,,IVB,2,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,127.4,UKR,,2013
29,2:07.45,,Jamaica U18,,JAM,2,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,127.45,HUN,,2001
30,2:07.46,,Italy U18,,ITA,1,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,127.46,HUN,,2018
31,2:07.51,,United States U18,,USA,1h2,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,127.51,ITA,,2009
32,2:07.59,,Europe U18,,INT,3,Singapore (SGP),2010-08-23,,medley-relay,relays,female,u18,medley-relay,track,127.59,SGP,,2010
33,2:07.61,,Japan U18,,JPN,3,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,127.61,UKR,,2013
34,2:07.62,,Russia U18,,RUS,5,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,127.62,FRA,,2011
35,2:07.66,,Great Britain & NI U18,,GBR,1h3,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,127.66,ISR,,2022
36,2:07.71,,United States U18,,USA,1f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,127.71,POL,,1999
37,2:08.04,,Jamaica U18,,JAM,1h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.04,CZE,,2007
38,2:08.25,,Russia U18,,RUS,1h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,128.25,MAR,,2005
38,2:08.25,,Australia U18,,AUS,2h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,128.25,MAR,,2005
40,2:08.33,,Ukraine U18,,UKR,1,Yalta (UKR),2007-05-20,,medley-relay,relays,female,u18,medley-relay,track,128.33,UKR,,2007
41,2:08.38,,United States U18,,USA,1h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.38,CZE,,2007
42,2:08.39,,Japan U18,,JPN,1h2,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.39,UKR,,2013
43,2:08.44,,Nigeria U18,,NGR,2h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.44,FRA,,2011
44,2:08.48,,France U18,,FRA,1,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.48,GEO,,2016
45,2:08.49,,Poland U18,,POL,1h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.49,SVK,,2024
46,2:08.52,,Canada U18,,CAN,1h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.52,UKR,,2013
47,2:08.53,,Spain U18,,ESP,1,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,128.53,AZE,,2019
48,2:08.55,,Czech Republic U18,,CZE,4,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.55,UKR,,2013
49,2:08.57,,Poland U18,,POL,2,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.57,GEO,,2016
50,2:08.59,,Canada U18,,CAN,5,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.59,UKR,,2013
51,2:08.64,,Germany U18,,GER,2h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.64,SVK,,2024
52,2:08.66,,Russia U18,,RUS,1h1,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.66,FRA,,2011
52,2:08.66,,Ukraine U18,,UKR,3h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.66,SVK,,2024
54,2:08.68,,Poland U18,,POL,3h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.68,FRA,,2011
55,2:08.80,,British Virgin Islands U18,,IVB,2h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.8,UKR,,2013
55,2:08.80,,Spain U18,,ESP,3f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,128.8,ISR,,2022
57,2:08.82,,Czech Republic U18,,CZE,1h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,128.82,SLO,,2023
57,2:08.82,,Hungary U18,,HUN,4h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.82,SVK,,2024
59,2:08.89,,Spain U18,,ESP,1h3,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,128.89,AZE,,2019
60,2:08.97,,Canada U18,,CAN,2h1,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.97,FRA,,2011
61,2:08.99,,Italy U18,,ITA,3,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.99,GEO,,2016
62,2:09.03,,Canada U18,,CAN,4f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,129.03,CAN,,2003
63,2:09.05,,Poland U18,,POL,4f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,129.05,MAR,,2005
64,2:09.06,,Estonia U18,,EST,4,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,129.06,SLO,,2023
65,2:09.08,,Canada U18,,CAN,3f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,129.08,CZE,,2007
65,2:09.08,,Australia U18,,AUS,2h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,129.08,CZE,,2007
67,2:09.12,,Czech Republic U18,,CZE,3h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,129.12,UKR,,2013
68,2:09.13,,Brazil U18,,BRA,1h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,129.13,MAR,,2005
69,2:09.15,,Switzerland U18,,SUI,1h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,129.15,SVK,,2024
70,2:09.16,,Greece U18,,GRE,2,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,129.16,AZE,,2019
71,2:09.19,,Poland U18,,POL,2f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,129.19,POL,,1999
72,2:09.22,,Hungary U18,,HUN,2f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.22,ITA,,2009
73,2:09.24,,Canada U18,,CAN,1h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.24,CAN,,2003
74,2:09.25,,Romania U18,,ROU,3f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.25,ITA,,2009
75,2:09.27,,Canada U18,,CAN,1h1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,129.27,ITA,,2009
76,2:09.28,,Norway U18,,NOR,3h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,129.28,SLO,,2023
77,2:09.32,,Hungary U18,,HUN,6,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,129.32,UKR,,2013
77,2:09.32,,Finland U18,,FIN,2h3,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,129.32,ISR,,2022
79,2:09.33,,Bahamas U18,,BAH,4f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.33,ITA,,2009
79,2:09.33,,Italy U18,,ITA,2h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,129.33,SVK,,2024
81,2:09.36,,United States U18,,USA,1h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,129.36,HUN,,2001
82,2:09.39,,United States U18,,USA,1h3,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,129.39,FRA,,2011
83,2:09.41,,Czech Republic U18,,CZE,2,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,129.41,HUN,,2018
84,2:09.42,,Russia U18,,RUS,5f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,129.42,MAR,,2005
85,2:09.43,,Greece U18,,GRE,2h3,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,129.43,AZE,,2019
86,2:09.61,,Belarus U18,,BLR,4,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,129.61,GEO,,2016
86,2:09.61,,Hungary U18,,HUN,1,Hradec Králové (CZE),2013-06-08,,medley-relay,relays,female,u18,medley-relay,track,129.61,CZE,,2013
88,2:09.68,,Hungary U18,,HUN,2h1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,129.68,ITA,,2009
89,2:09.70,,Romania U18,,ROU,3,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,129.7,HUN,,2001
90,2:09.72,,Japan U18,,JPN,2h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,129.72,MAR,,2005
91,2:09.73,,France U18,,FRA,1h1,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,129.73,AZE,,2019
92,2:09.76,,Norway U18,,NOR,5,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,129.76,SLO,,2023
93,2:09.79,,Jamaica U18,,JAM,5f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.79,ITA,,2009
94,2:09.80,,Norway U18,,NOR,3h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,129.8,SVK,,2024
95,2:09.84,,Trinidad and Tobago,,TTO,2h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,female,u18,medley-relay,track,129.84,CAN,,2003
96,2:09.87,,Germany U18,,GER,2h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,129.87,SLO,,2023
97,2:09.90,,PR of China U18,,CHN,2h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,129.9,UKR,,2013
98,2:09.96,,Australia U18,,AUS,4f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,129.96,CZE,,2007
99,2:09.99,,Romania U18,,ROU,3,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,129.99,HUN,,2018
100,2:10.01,,Poland U18,,POL,6f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,130.01,ITA,,2009
101,2:10.04,,Poland U18,,POL,2h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,130.04,MAR,,2005
101,2:10.04,,Estonia U18,,EST,4h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,130.04,SLO,,2023
103,2:10.07,,Germany U18,,GER,6,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,130.07,SLO,,2023
104,2:10.08,,Canada U18,,CAN,7f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,130.08,ITA,,2009
105,2:10.12,,Bahamas U18,,BAH,1h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,130.12,ITA,,2009
106,2:10.13,,Canada U18,,CAN,1h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,130.13,CZE,,2007
107,2:10.17,,Italy U18,,ITA,2h1,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,130.17,AZE,,2019
107,2:10.17,,Romania U18,,ROU,6,Lille (FRA),2011-07-10,,medley-relay,relays,female,u18,medley-relay,track,130.17,FRA,,2011
109,2:10.18,,India U18,,IND,5f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,130.18,CZE,,2007
109,2:10.18,,Germany U18,,GER,3h1,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,130.18,AZE,,2019
111,2:10.19,,United States U18,,USA,1h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,female,u18,medley-relay,track,130.19,POL,,1999
112,2:10.20,,Great Britain & NI U18,,GBR,1h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,130.2,SVK,,2024
113,2:10.27,,Japan U18,,JPN,8f1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,female,u18,medley-relay,track,130.27,ITA,,2009
114,2:10.32,,Switzerland U18,,SUI,3,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,130.32,AZE,,2019
